gvkey,datadate,fyear,datafmt,tic,conm,acctchg,ajex,ajp,curncd,currtr,fyr,acdo,aco,acodo,acominc,acox,acqic,acqintan,acqinvt,acqppe,acqsc,act,aldo,am,ano,ao,aocidergl,aociother,aocipen,aocisecgl,aodo,aol2,aoloch,aox,ap,apalch,aqa,aqc,aqd,aqeps,aqi,aqp,aqpl1,aqs,at,aul3,bast,bastr,bkvlps,caps,capx,capxv,ceq,ceql,ceqt,ch,che,chech,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cld2,cld3,cld4,cld5,cogs,cshfd,cshi,csho,cshpri,cshr,cstk,cstkcv,cstke,dc,dclo,dcom,dcpstk,dcs,dcvsr,dcvsub,dcvt,dd,dd1,dd2,dd3,dd4,dd5,diladj,dilavx,dlc,dlcch,dltis,dlto,dltp,dltr,dltt,dm,dn,do,donr,dp,dpact,dpc,dpvieb,drc,drlt,ds,dtea,dted,dteeps,dtep,dudd,dv,dvc,dvp,dvpa,dvt,dxd2,dxd3,dxd4,dxd5,ebit,ebitda,emp,epsfi,epsfx,epspi,epspx,esub,esubc,exre,fatb,fatc,fate,fatl,fato,fatp,fca,fiao,fincf,fopo,fopox,gdwl,gdwlia,gdwlid,gdwlieps,gdwlip,gla,glcea,glced,glceeps,glcep,gld,gleps,glp,gp,hedgegl,ib,ibadj,ibc,ibcom,ibmii,icapt,idit,intan,intano,intc,intpn,invch,invfg,invo,invrm,invt,invwip,irent,itcb,itci,ivaco,ivaeq,ivao,ivch,ivncf,ivst,ivstch,lco,lcox,lcoxdr,lct,lifr,lno,lo,lol2,loxdr,lqpl1,lse,lt,lul3,mib,mibn,mibt,mii,mrc1,mrc2,mrc3,mrc4,mrc5,mrct,mrcta,msa,ni,niadj,nipfc,nipfp,nopi,nopio,np,nrtxt,nrtxtd,nrtxteps,oancf,ob,oiadp,oibdp,opeps,oprepsx,optca,optdr,optex,optexd,optfvgr,optgr,optlife,optosby,optosey,optprcby,optprcca,optprcex,optprcey,optprcgr,optprcwa,optrfr,optvol,pi,pidom,pifo,pnca,pncad,pncaeps,pncia,pncid,pncieps,pncip,pncwia,pncwid,pncwieps,pncwip,pnrsho,ppegt,ppent,ppeveb,prca,prcad,prcaeps,prsho,prstkc,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,rca,rcd,rceps,rcl,rcp,rdip,rdipa,rdipd,rdipeps,re,rea,reajo,recch,recco,recd,rect,recta,rectr,recub,reuna,reunr,revt,rra,rrd,rreps,rrp,sale,salepfc,salepfp,seq,seqo,seta,setd,seteps,setp,siv,spce,spced,spceeps,spi,spid,spieps,spioa,spiop,sppe,sppiv,sstk,stkco,stkcpa,teq,tfva,tfvce,tfvl,tlcf,tstk,tstkc,tstkme,tstkn,tstkp,txach,txbco,txbcof,txc,txdb,txdba,txdbca,txdbcl,txdc,txdfed,txdfo,txdi,txditc,txds,txfed,txfo,txndb,txndba,txndbl,txndbr,txo,txp,txpd,txr,txs,txt,txtubadjust,txtubbegin,txtubend,txtubmax,txtubmin,txtubposdec,txtubposinc,txtubpospdec,txtubpospinc,txtubsettle,txtubsoflimit,txtubtxtr,txtubxintbs,txtubxintis,wcap,wda,wdd,wdeps,wdp,xacc,xad,xido,xidoc,xint,xintd,xopr,xpp,xpr,xrd,xrent,xsga,dlrsn,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,spcsrc
183852,12/31/11,2011,STD,BARZ,5BARZ INTERNATIONAL INC, ,1,1,USD,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4520,452030,45,45203030,423690,5065, , , 
1072,3/31/14,2013,SUMM_STD,AVX,AVX CORP, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2384.988, , , , , ,26.805, , , , , , , , , , , , , , , , , , , , ,1113.561,168.658, , ,168.473, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,50.209, , , , , , , , , , , , , , , , , , , , , , , ,0.75,0.75,0.75,0.75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,127.037, , , ,127.037, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,127.037, , , ,6.625, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,163.357, , , , , , , , , , , , , , , ,235.725, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1789.856, , , , , , ,1442.604, , ,2047.685, , , , , , , , , , , , , , , , , , , ,2047.685, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36.32, , , , , , , , , , , , , , ,1606.789, , , , , , ,0, ,2.432, , , , , , ,119.67, ,4520,452030,45,45203015,334416,3670,220,925,B
183852,12/31/12,2012,STD,BARZ,5BARZ INTERNATIONAL INC, ,1,1,USD,1,12,0,0.022,0.022,0.004,0.022, , , , , ,0.07,0,0, ,0,0,0,0,0,0, ,0.391,0,2.445,0.378, ,0, , , , , , ,4.603, , , ,0.0032,3.228,0,0,0.378,0.378,-4.15,0.048,0.048,-0.001,-2.022,-2.027,0.005,0,0.11,0,0,0,-2.132, , , , ,0,97.532,117.418,117.418,97.532,0.078,0.117,0.001,0,0,0,0,0, ,0,0,0,0,0, , , , ,0,-2.137,0.994, ,0.294,0.02, ,0.169,0.02, ,0,0,0,0.003,0.01,0.004,0.01,0,0,0,-0.153,0,0,-0.153,0,0,0,0,0,0, , , , ,-2.172,-2.169, ,-0.02,-0.02,-0.02,-0.02,0,0,0.005,0,0,0.015,0,0,0,-0.005,0.208,0.853,0.397,0.397,1.14, , , , , , , , , , , , ,0, ,-2.137,-2.137,-2.027,-2.137,-2.027,1.112,0,4.528,3.388,0,0.018,0,0,0,0,0,0, ,0, ,-0.002,0,0,0,-0.002,0,0,0.052,0.052,0.052,3.491,0, ,0, ,0, ,4.603,3.511, ,0,0.714,0.714,0.11, , , , , , , ,0,-2.137,-2.137, , ,0.623,0.623,0.994, , , ,-0.857, ,-2.172,-2.169,-0.02,-0.02, , , , , , , , , , , , , , , , , ,-2.027,-1.883,-0.144,0,0,0, , , , , , , , ,0,0.015,0.005,0.015,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,-2.967, ,0,0,0,0,0,0.004,0,0,-2.971, ,0, , , , ,0, , ,0.378,0, , , , ,0,-2.137,-0.02,-0.02,-0.153, , , , ,0,0,0.52,0.007,0.007,1.092, , , ,4.744,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0, , , , , , , , , , , , ,0,0,-3.421, , , , , , ,0,0,0.325, ,2.169, , , , ,2.169, ,4520,452030,45,45203030,423690,5065, , , 
1117,12/31/10,2010,SUMM_STD,RWC,RELM WIRELESS CORP, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34.792, , , , , ,0.465, , , , , , , , , , , , , , , , , , , , ,13.816,13.48, , ,13.48, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,0.811, , , , , , , , , , , , , , , , , , , , , , , ,-0.05,-0.05,-0.05,-0.05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.66, , , ,-0.66, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-0.66, , , ,0.005, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.653, , , , , , , , , , , , , , , ,1.357, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-4.119, , , , , , ,25.954, , ,28.39, , , , , , , , , , , , , , , , , , , ,28.39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.007, , , , , , , , , , , , , , ,19.744, , , , , , ,0, ,0.03, , , , , , ,11.955, ,4520,452010,45,45201020,334220,3663,180,940,B
1117,12/31/11,2011,SUMM_STD,RWC,RELM WIRELESS CORP, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31.847, , , , , ,0.215, , , , , , , , , , , , , , , , , , , , ,12.56,13.514, , ,13.514, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,1.412, , , , , , , , , , , , , , , , , , , , , , , ,-0.04,-0.04,-0.04,-0.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.493, , , ,-0.493, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-0.493, , , ,-0.006, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.766, , , , , , , , , , , , , , , ,1.158, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-4.612, , , , , , ,24.104, , ,28.069, , , , , , , , , , , , , , , , , , , ,28.069, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.273, , , , , , , , , , , , , , ,19.467, , , , , , ,0, ,0.107, , , , , , ,10.785, ,4520,452010,45,45201020,334220,3663,180,940,B
183852,12/31/13,2013,STD,BARZ,5BARZ INTERNATIONAL INC, ,1,1,USD,1,12,0,0.063,0.063,0.029,0.063, , , , , ,0.74,0,0,0,0,0,0,0,0,0,0,0.068,0,1.45,0.406, ,0, , , , ,0, ,5.494,0, , ,0.0167,7.721,0.062,0.062,2.741,2.741,-1.787,0.45,0.45,0.402,-2.272,-2.297,0.025,0,-0.094,0,0,0,-2.178,0.06,0.05,0,0,0,126.639,163.909,163.909,126.639,0.217,0.164,0.001,0,0,0.1,0,0, ,0,0,0,0,0.06,0.06,0.05,0,0,0,-2.202,0.47,-0.322,0,0,0,0.03,0.1,0.1,0,0,0,0.011,0.021,0.011,0.021,0,0,0,1.055,0.01,0.01,1.055,0,0,0,0,0,0,0,0,0,0,-3.241,-3.23, ,-0.02,-0.02,-0.02,-0.02,0,0,0.024,0,0,0.071,0.176,0,0,0,0.091,2.67,-0.191,-0.191,1.14, , , , , , , , , , , , ,0, ,-2.202,-2.202,-2.297,-2.202,-2.297,3.461,0,4.528,3.388,0,0.009,-0.162,0.162,0,0,0.162,0, ,0, ,0,0,0,0,-0.062,0,0,0.113,0.113,0.113,2.033,0,0,0,0,0,0,5.494,2.133,0.06,0,0.62,0.62,-0.095, , , , , , , ,0,-2.202,-2.202, , ,-0.052,-0.052,0.41, , , ,-2.23, ,-3.241,-3.23,-0.03,-0.03,0, ,1.079,0, ,4, ,0,4, , , ,0.1,0.1,0.1, , ,-2.297,-2.252,-0.045,0,0,0, , , , , , , , ,0,0.247,0.226,0.247,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,-5.144,0,0,-0.065,0.065, ,0.065,0.029,0,0,-5.173, ,0, , , , ,0, , ,2.741,0, , , , ,0,-2.202,-0.02,-0.02,1.055, , , , ,0,0,2.931,0.601,0.601,3.361,0, ,0.06,8.025,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0, , , , , , , , , , , , ,0,0,-1.293, , , , , , ,0,0,0.059, ,3.23, , ,0.642, ,3.23, ,4520,452030,45,45203030,423690,5065, , , 
106422,6/30/10,2010,STD,ACLP,ACCELPATH INC, ,1,1,USD,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4520,452030,45,45203010,334510,3845, , , 
1117,12/31/12,2012,SUMM_STD,RWC,RELM WIRELESS CORP, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33.96, , , , , ,0.375, , , , , , , , , , , , , , , , , , , , ,13.156,13.544, , ,13.542, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,1.355, , , , , , , , , , , , , , , , , , , , , , , ,0.15,0.15,0.15,0.15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.065, , , ,2.065, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,2.065, , , ,-0.008, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.881, , , , , , , , , , , , , , , ,1.113, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-2.547, , , , , , ,27.576, , ,30.184, , , , , , , , , , , , , , , , , , , ,30.184, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.816, , , , , , , , , , , , , , ,23.637, , , , , , ,0, ,0.004, , , , , , ,10.172, ,4520,452010,45,45201020,334220,3663,180,940,B
1117,12/31/13,2013,SUMM_STD,RWC,RELM WIRELESS CORP, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34.023, , , , , ,0.338, , , , , , , , , , , , , , , , , , , , ,13.801,13.627, , ,13.569, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,1.475, , , , , , , , , , , , , , , , , , , , , , , ,0.08,0.08,0.08,0.08, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.142, , , ,1.142, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1.142, , , ,0.016, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.657, , , , , , , , , , , , , , , ,1.045, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1.405, , , , , , ,27.023, , ,31.42, , , , , , , , , , , , , , , , , , , ,31.42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.515, , , , , , , , , , , , , , ,25.664, , , , , , ,0, ,0, , , , , , ,10.106, ,4520,452010,45,45201020,334220,3663,180,940,B
106422,6/30/11,2011,STD,ACLP,ACCELPATH INC, ,1,1,USD,1,6,5,5.028,0.028,0,5.028, , , , , ,5.298,0,0.058, ,0.083,0,0,0,0,0.047, ,0.036,0.047,1.095,0.733, ,-0.093, , , , , , ,5.695, , , ,-0.0033,2.918,0.019,0.019,-0.399,-0.402,-0.694,0.051,0.051,-0.009,-2.938,-2.938,0,0,0,0,0,0,-2.938,0,0,0,0,0.413,98.559,120.279,120.279,98.559,0.332,0.12,0.001,0,0.036,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-2.983,0.046,-0.028,0,0,0,0,0,0,0,0,0,0.059,0.001,0.059,0.001,0,0,0, , , , ,0,0,0,0.041,0,0.041,0,0,0,0,-1.802,-1.743,0.005,-0.03,-0.03,-0.03,-0.03,0,0,0,0,0,0.01,0,0.013,0, ,0,0.787,1.408,1.408,0,-1.161,-0.01,-0.01,-1.161, , , , , , , , ,0.037, ,-2.942,-2.983,-2.938,-2.983,-2.938,-0.286,0.005,0.292,0.292,0,0,0.019,0,0,0,0,0, ,0,0,0,0,0,0,0.074,0,0,4.47,4.47,4.47,5.981,0, ,0, ,0, ,5.695,5.981, ,0,-0.187,-0.187,0.004,0.044,0.044,0.044,0.037,0,0.169,0,0,-2.942,-2.983, , ,0.025,0.02,0.046, , , ,-0.87, ,-1.802,-1.743,-0.02,-0.02,0,0,0,0, ,43.1,6,0,43.1, , , ,0.065,0.065, ,2.02,132.6,-2.938, , ,0,0,0, , , , , , , , , ,0.023,0.022,0.023,0,0,0,0,0,0.3,0.3,0.303,0.3,0,0.303, , , , , ,0,0,0,0,-3.437,0,0,-0.187,0, ,0.219,0,0.219, ,-3.437, ,0.45, , , , ,0.45, , ,-0.099,0, , , , ,0,-1.822,-0.02,-0.02,-1.161, , , , ,0,0,0.815,0.202,0.202,-0.286, , , ,4.2,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758,0.758,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.683, , , , , , ,0,0,0, ,2.193, ,0.008,0.015,0.109,1.78, ,4520,452030,45,45203010,334510,3845, , , 
1635,6/30/10,2010,SUMM_STD,ANEN,ANAREN INC, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,241.348, , , , , ,4.841, , , , , , , , , , , , , , , , , , , , ,96.325,14.537, , ,14.01, , , , , , , , , , , , , , , , , , , , , , , , , , ,30, , , , ,10.187, , , , , , , , , , , , , , , , , , , , , , , ,0.94,0.94,0.98,0.98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.712, , , ,13.712, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,13.712, , , ,0.368, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.562, , , , , , , , , , , , , , , ,48.711, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,118.111, , , , , , ,168.789, , ,172.926, , , , , , , , , , , , , , , , , , , ,172.926, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.85, , , , , , , , , , , , , , ,89.471, , , , , , ,0, ,0.59, , , , , , ,43.493,1,4520,452010,45,45201020,334220,3663,180,940,B
106422,6/30/12,2012,STD,ACLP,ACCELPATH INC, ,1,1,USD,1,6,0,0.002,0.002,0,0.002, , , , , ,0.698,0,0.175, ,0,0,0,0,0,0, ,0.09,0,1.272,0.333, ,0, , , , , , ,0.763, , , ,-0.0147,3.573,0.048,0.048,-1.797,-1.813,-1.813,0.016,0.655,-0.034,-2.054,-2.054,0,0,0.002,0,0,0,-2.056,0,0,0,0,0.268,121.456,123.578,123.578,121.456,0.433,0.124,0.001,0,0,0,0,0.361, ,0.161,0,0.161,0,0.133, , , , ,0,-2.07,0.133, ,0.265,0,0,0.026,0.118,0,0.09,0,0,0.179,0.006,0.179,0.006,0,0,0, , , , ,0,0,0,0.014,0,0.014, , , , ,-1.978,-1.799,0.005,-0.02,-0.02,-0.02,-0.02,0,0,0,0,0,0.01,0,0.061,0, ,0,0.274,0.704,0.704,0,-0.048,0,0,-0.048, , , , , , , , ,0.326, ,-2.056,-2.07,-2.054,-2.07,-2.054,-1.663,0,0,0,0,0.01,0,0,0,0,0,0, ,0,0,1.61,0,0,0,0.924,0.639,-0.638,1.021,1.021,1.021,2.426,0, ,0, ,0, ,0.763,2.544, ,0,-0.184,-0.184,0.002, , , , , , , ,0,-2.056,-2.07, , ,0.126,0.126,0, , , ,-1.232, ,-1.978,-1.799,-0.02,-0.02,0,0,15.89,0,0.02,3.59,5.38,43.1,46.69,0.07, , ,0.06,0.03,0.06,0.83,188.6,-2.054, , ,0,0,0, , , , , , , , , ,0.071,0.065,0.071,0,0,0,0,0,0.2,0.2,0.216,0.2,0,0.216, , , , , ,0,0,0,0,-5.494,0,0,0.179,0,0,0.041,0,0.041, ,-5.494, ,0.594, , , , ,0.594, , ,-1.597,0, , , , ,0,-2.022,-0.02,-0.02,-0.165, , , , ,0,0,0.035,0.524,0.524,-1.781, , , ,4.6,0,0, ,0,0,-0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,-1.728,-0.117,0,0,-0.117, , ,0,-0.407,0.037, ,2.393, ,0.019,0,0.129,2.125, ,4520,452030,45,45203010,334510,3845, , , 
1635,6/30/11,2011,SUMM_STD,ANEN,ANAREN INC, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,252.645, , , , , ,7.122, , , , , , , , , , , , , , , , , , , , ,100.992,14.746, , ,13.988, , , , , , , , , , , , , , , , , , , , , , , , , , ,20, , , , ,10.272, , , , , , , , , , , , , , , , , , , , , , , ,1.11,1.11,1.17,1.17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.401, , , ,16.401, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,16.401, , , ,0.774, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.926, , , , , , , , , , , , , , , ,47.627, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,134.512, , , , , , ,179.17, , ,195.104, , , , , , , , , , , , , , , , , , , ,195.104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.525, , , , , , , , , , , , , , ,110.099, , , , , , ,0, ,0.498, , , , , , ,46.256,1,4520,452010,45,45201020,334220,3663,180,940,B
106422,6/30/13,2013,STD,ACLP,ACCELPATH INC, ,1,1,USD,1,6,0,0,0,0,0, , , , , ,0.001,0,0, ,0,0,0,0,0,0, ,0.675,0,1.261, ,-0.031,0,0,0, ,-0.031, , ,0.08, , , ,-0.0074,4.372,0.028,0.028,-2.738,-2.665,-2.665,0.001,0.001,-0.015,-1.994,-1.994,0,0,-0.017,0,0,0,-1.977,0,0,0,0,2.011,231.559,360.385,360.385,231.559,0.431,0.36,0.001,0,0,0,0,0.602, ,0.412,0,0.412,0,0.385, , , , ,0,-2.342,0.385, ,0.312,0,0,0,0.117,0,0.09,0,0,0.015,0.02,0.015,0.02,0,0,0,-0.138,0,0,-0.138,0,0,0,0.365,0,0.365, , , , ,-1.691,-1.676,0.001,-0.01,-0.01,-0.01,-0.01,0,0,0,0,0,0.01,0,0.089,0, ,0,0.408,0.868,0.868,0, , , , , , , , , , , , ,-1.676, ,-1.977,-2.342,-1.994,-2.342,-1.994,-2.633,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0.61,0,0.638,1.067,1.067,1.067,2.713,0, ,0, ,0, ,0.08,2.83, ,0,-0.202,-0.202,-0.017, , , , , , , ,0,-1.977,-2.342, , ,0.044,0.044,0, , , ,-1.033, ,-1.691,-1.676,-0.01,-0.01,0, ,15.89,0, ,0, ,46.69,46.69,0.06, , ,0.06, ,0.06, , ,-1.994, , ,0,0,0, , , , , , , , , ,0.099,0.079,0.099,0,0,0,0,0,0.19,0.19,0.117,0.19,0,0.117, , , , , ,0,0,0,0,-7.47,0,0,0.041,0,0,0,0,0,0,-7.47, ,0.335, , , , ,0.335, , ,-2.548,0, , , , ,0,-2.342,-0.01,-0.01,-0.169, , , , ,0,0,0.096,0.546,0.546,-2.75, , , , ,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0, , , ,-2.712, , , , , , ,0,-0.638,0.178, ,2.011,0, , , , , ,4520,452030,45,45203010,334510,3845, , , 
1635,6/30/12,2012,SUMM_STD,ANEN,ANAREN INC, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,213.787, , , , , ,7.81, , , , , , , , , , , , , , , , , , , , ,85.765,14.702, , ,14.05, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,10.159, , , , , , , , , , , , , , , , , , , , , , , ,0.59,0.59,0.61,0.61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.614, , , ,8.614, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,8.614, , , ,0.656, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.814, , , , , , , , , , , , , , , ,47.171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,143.126, , , , , , ,147.346, , ,185.503, , , , , , , , , , , , , , , , , , , ,185.503, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.2, , , , , , , , , , , , , , ,88.941, , , , , , ,0, ,0.17, , , , , , ,41.094,1,4520,452010,45,45201020,334220,3663,180,940,B
175111,12/31/10,2010,STD,APKT,ACME PACKET INC, ,1,1,USD,1,12,0,10.617,10.617,0.034,10.617, , , , , ,332.748,0,1.76,0,15.742,0,0,0,0,15.742,199.334,32.377,15.742,7.161, ,-0.223,0,0,0,0,-0.223,66.926,0,380.144,0,0,0,4.9774,266.114,13.316,13.316,320.545,320.545,311.077,91.669,270.693,1.198,43.073,43.037,0,0,0,0,0,0.036,43.073,0,0,0,0,33.128,67.916,71.157,64.4,62.003,0.061,0.071,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.037,0,0,0,0,0,0,0,0,0,0,0,8.003,22.266,8.003,22.266,31.998,1.546,0, , , , ,0,0,0,0,0,0,0,0,0,0,66.398,74.401, ,0.63,0.63,0.69,0.69,0,0,0,0,0.613, ,8.715, ,0,-0.095,0,60.846,-14.892,18.918,0, , , , , , , , , , , , ,198.104, ,43.037,43.037,43.037,43.037,43.037,320.545,0.556,9.468,9.468,0,0,-2.29, , , ,6.662, , ,0,0.799,0,0,5.03,309.939,-114.767,179.024, ,46.627,32.506,0.508,53.788,0,0,5.811,0,4.265,0,380.144,59.599,0,0,0,0,0,2.695,2.944,2.944,2.944, , ,5.886,0.034,43.037,43.037, , ,0.381,-0.175,0, , , ,55.119, ,66.398,74.401,0.7,0.64,0.154,0,3.046,5.544,9.58,3.672,4.77,12.237,10.211,5.43,12.14,4.88,10.47,18.88,4.84,2.14,59.27,66.556,65.491,1.065,0,0,0, , , , , , , , ,0,39.422,17.156,39.422,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,91.882,0,0,-9.689,0,1.463,44.776,0,34.797, ,91.848,91.848,231.232, , , , ,231.232, , ,320.545,0, , , , ,208.488,43.037,0.63,0.69,-0.223, , , , ,0,0,27.036,16.473,10.129,320.545,266.26,0,0, ,37.522,37.522, ,6.757,0, ,-33.81,33.81,24.946,0,14.802,3.814,0,-1.427,-1.338,0,-1.427,0,-0.089,23.131,0.519,18.616,18.616,0,0,0,0,0.692,9.979,1.296,23.519, , , , , , , , , , , , , , ,278.96, , , , ,14.121, ,0,0,0,0,156.831,0,0,35.565,2.322,123.703,1,4520,452010,45,45201020,334118,3576, , , 
